DATAFLOW,LAST UPDATE,freq,sectperf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT31,2011,2.46,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT31,2013,3.14,b
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT31,2015,3.15,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT31,2017,3.48,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT31,2019,3.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT32,2009,1.16,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT32,2011,1.25,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT32,2013,1.49,b
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT32,2015,1.5,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT32,2017,1.6,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT32,2019,1.7,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT33,2009,2.72,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT33,2011,2.7,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT33,2013,3.12,b
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT33,2015,3.09,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT33,2017,2.9,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT33,2019,2.82,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT34,2009,1.56,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT34,2011,1.42,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT34,2013,1.64,b
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT34,2015,1.77,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT34,2017,1.77,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,AT34,2019,1.8,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,ATZZ,2009,0,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,ATZZ,2011,0,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,ATZZ,2013,0,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2009,1.51,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2010,1.36,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2011,1.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2012,1.4,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2013,1.47,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2014,1.62,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2015,1.7,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2016,1.9,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2017,2.04,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2018,2.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE10,2019,2.35,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2009,2.21,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2010,2.46,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2011,2.66,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2012,2.66,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2013,2.68,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2014,3.02,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2015,3.12,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2016,3.24,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2017,3.45,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE21,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2009,1.04,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2010,1.03,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2011,1.17,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2012,1.22,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2013,1.3,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2014,1.32,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2015,1.36,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2016,1.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2017,1.58,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE22,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2009,2.06,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2010,2.2,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2011,2.27,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2012,2.57,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2013,2.68,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2014,2.5,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2015,2.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2016,2.73,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2017,2.7,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE23,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2009,3.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2010,3.72,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2011,3.69,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2012,3.94,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2013,3.98,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2014,4.16,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2015,4.22,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2016,4,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2017,4.21,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE24,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2009,0.99,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2010,0.97,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2011,1.06,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2012,1.37,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2013,1.37,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2014,1.06,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2015,1.12,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2016,1.2,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2017,1.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE25,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2009,7.11,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2010,6.65,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2011,8.24,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2012,8.8,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2013,8.56,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2014,6.61,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2015,6.33,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2016,7.4,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2017,7.73,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE31,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2009,1.31,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2010,1.48,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2011,1.53,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2012,1.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2013,1.4,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2014,1.63,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2015,1.62,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2016,1.27,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2017,1.45,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE32,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2009,1.44,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2010,1.5,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2011,1.57,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2012,1.52,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2013,1.61,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2014,1.86,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2015,2.08,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2016,2.08,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2017,2.19,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE33,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2009,0.3,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2010,0.32,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2011,0.39,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2012,0.27,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2013,0.24,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2014,0.72,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2015,0.81,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2016,0.27,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2017,0.28,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE34,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2009,1.28,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2010,1.16,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2011,1.21,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2012,0.79,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2013,0.78,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2014,1.23,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2015,1.25,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2016,0.95,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2017,1.02,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2018,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BE35,2019,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BEZZ,2012,0,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BEZZ,2013,0,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BEZZ,2014,0,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BEZZ,2015,0,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BEZZ,2018,0,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BEZZ,2019,0,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2009,0.15,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2010,0.12,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2011,0.12,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2012,0.16,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2013,0.19,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2014,0.2,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2015,0.55,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2016,0.47,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2017,0.45,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2018,0.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG31,2019,0.42,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2009,0.12,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2010,0.12,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2011,0.12,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2012,0.11,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2013,0.15,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2014,0.15,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2015,0.53,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2016,0.41,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2017,0.38,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2018,0.32,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG32,2019,0.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2009,0.28,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2010,0.22,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2011,0.21,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2012,0.22,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2013,0.33,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2014,0.36,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2015,0.37,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2016,0.51,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2017,0.48,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2018,0.43,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG33,2019,0.52,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2009,0.17,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2010,0.2,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2011,0.14,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2012,0.15,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2013,0.16,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2014,0.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2015,0.33,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2016,0.27,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2017,0.3,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2018,0.32,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG34,2019,0.36,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2009,0.84,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2010,0.98,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2011,0.93,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2012,1.07,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2013,1.11,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2014,1.39,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2015,1.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2016,1.14,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2017,1.09,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2018,1.14,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG41,2019,1.22,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2009,0.2,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2010,0.22,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2011,0.2,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2012,0.23,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2013,0.21,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2014,0.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2015,0.52,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2016,0.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2017,0.48,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2018,0.44,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,BG42,2019,0.54,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2009,0.44,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2010,0.44,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2011,0.45,
